data_captura,data_referencia,NOME DO CONGLOMERADO,CLASSE DO CONGLOMERADO,CNPJ PARTICIPANTE,NOME DO PARTICIPANTE,TIPO PARTICIPAÇÃO,DATA INÍCIO,UF
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6344-75-15,TIVIO GENESIS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRED PRIV - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-28,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6279-17-56,TIVIO INSTITUCIONAL INCENTIVADO CDI 30 FIF - CIC RF REF DE INVESTIMENTO EM INFRA - RESP LIMITADA,PARTICIPANTE,2025-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6276-99-23,TIVIO INSTITUCIONAL INCENTIVADO CDI MASTER FIF - CI RF REF DE INVESTIMENTO EM INFRA - RESP LIMITADA,PARTICIPANTE,2025-12-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,6535-93-39,TIVIO PREV MASTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - RESP LIMITADA,PARTICIPANTE,2026-03-31,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,7401-47-47,ÁGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BRADESCO - PRUDENCIAL,Privado Nacional,1363-87-19,KARTRA PARTICIPACOES LTDA.,HOLDINGNÃOIF,2022-05-31,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,0000-02-08,BRB - BANCO DE BRASILIA S.A.,LIDER/HOLDING,2014-01-02,DF
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,6044-15-96,AXIA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-10-12,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,6039-95-96,BOULIAC FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-10-12,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,3313-68-88,"BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A",PARTICIPANTE,2014-01-02,DF
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,3385-06-86,BRB - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA,PARTICIPANTE,2014-01-02,DF
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,4805-42-26,BRB VENTURE CAPITAL FUNDO DE INVESTIMENTO EM PARTICIPACOES CAPITAL SEMENTE RESP LIMITADA,PARTICIPANTE,2023-09-30,DF
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,5328-58-33,CARTAGO FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2025-07-28,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,0198-41-99,CARTAO BRB S/A,PARTICIPANTE,2014-01-02,DF
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,3228-78-11,CMX REALTY III FUNDO DE INVESTIMENTO IMOBILIARIO,PARTICIPANTE,2025-11-03,RJ
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,3601-75-88,JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2025-07-10,
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,5634-49-00,KYRA FUNDO DE INVESTIMENTO EM ACOES,PARTICIPANTE,2025-07-22,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,6158-37-24,LOTUS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-11-05,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,4674-49-81,NAPLES FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,PARTICIPANTE,2025-07-24,DF
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,5516-74-42,QUIRON FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-08-01,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,6218-41-73,SH II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA,PARTICIPANTE,2025-09-30,
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,5532-15-46,STRELITZIA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-09-30,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,1407-47-06,SUPREME REALTY FUNDO DE INVESTIMENTO IMOBILIARIO - FII,PARTICIPANTE,2025-09-30,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,5516-74-91,TESSALIA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-08-01,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,4358-48-00,TEXAS I FUNDO DE INVESTIMENTO EM ACOES,PARTICIPANTE,2025-07-24,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,5479-48-45,TREVI FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-09-30,SP
2026-07-08,2026-06-01,BRB - PRUDENCIAL,Público Estadual,6039-83-27,YVRAC FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2025-11-03,SP
2026-07-08,2026-06-01,BS2 - PRUDENCIAL,Privado Nacional,7102-78-66,BANCO BS2 S.A.,LIDER,2014-01-02,MG
2026-07-08,2026-06-01,BS2 - PRUDENCIAL,Privado Nacional,1892-83-97,ADIQPLUS INSTITUICAO DE PAGAMENTO LTDA,PARTICIPANTE,2020-10-01,SP
2026-07-08,2026-06-01,BS2 - PRUDENCIAL,Privado Nacional,2052-02-98,BS2 PAYMENTS INSTITUIÇÃO DE PAGAMENTO S.A.,PARTICIPANTE,2019-01-02,SP
2026-07-08,2026-06-01,BS2 - PRUDENCIAL,Privado Nacional,6491-95-62,BS2 PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2026-04-30,
2026-07-08,2026-06-01,BS2 - PRUDENCIAL,Privado Nacional,2922-67-04,OPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL,PARTICIPANTE,2025-06-30,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,3030-62-94,BANCO BTG PACTUAL S.A.,LIDER/HOLDING,2014-01-02,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BOREAS - SERIES B,PARTICIPANTE,2024-08-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4190-75-41,ACCESS SPRINGS BLADE TOTAL FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,PARTICIPANTE,2021-11-30,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,APOLLO BTGP BOREAS DEPOSITOR L.P.,PARTICIPANTE,2026-02-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6277-29-90,ATENA CREDITO ESTRUTURADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2026-04-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4999-93-07,ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2025-01-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,0376-75-38,B.SEC COMPANHIA DE SECURITIZACAO,PARTICIPANTE,2021-06-03,SP
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,1512-44-64,BANCO BESA S.A.,PARTICIPANTE,2022-10-05,SP
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,3322-22-41,BANCO NACIONAL DE INVESTIMENTOS S.A.,PARTICIPANTE,2024-08-14,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,1715-77-77,BANCO NACIONAL S.A.,PARTICIPANTE,2024-08-14,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5928-54-11,BANCO PAN S.A.,PARTICIPANTE,2021-06-03,SP
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,7654-31-15,BANCO SISTEMA S.A.,PARTICIPANTE,2014-12-16,PR
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6096-52-62,BLACKHAWK EMERGING MARKETS FUNDO DE INVESTIMENTO FINANCEIRO  MULTIMERCADO,PARTICIPANTE,2025-05-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BONA FIDE COLOMBIA,PARTICIPANTE,2024-01-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BOREAS - SERIES A,PARTICIPANTE,2024-06-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BOREAS - SERIES C,PARTICIPANTE,2024-06-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BOREAS - SERIES D,PARTICIPANTE,2025-12-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4273-06-56,BTG CLAVE ALPHA MACRO III FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,PARTICIPANTE,2021-09-30,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4372-17-13,BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,PARTICIPANTE,2021-12-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5552-15-94,BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2024-11-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG LOAN SPC STRUCTERED,PARTICIPANTE,2026-05-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,3829-40-86,BTG PACTUAL AAA CORPORATE OFFICE FUND FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2021-01-31,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL ABSOLUTE RETURN MASTER FUND LP,PARTICIPANTE,2015-12-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,2965-00-82,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,PARTICIPANTE,2014-01-02,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL BANCORP LLC,PARTICIPANTE,2025-12-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5846-04-39,BTG PACTUAL BDR INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO,PARTICIPANTE,2025-01-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL CHILE S.A.,PARTICIPANTE,2019-03-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL CHILE SPA,PARTICIPANTE,2019-03-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5090-63-97,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2023-06-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5224-24-20,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,PARTICIPANTE,2023-09-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4381-51-58,BTG PACTUAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6498-94-96,BTG PACTUAL E2 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2026-02-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6473-08-55,BTG PACTUAL E3 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2026-01-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5717-67-26,BTG PACTUAL EMPRESAS FUNDO DE INVESTIMENTO RENDA FIXA,PARTICIPANTE,2024-09-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4840-09-08,BTG PACTUAL ENERGIA S.A.,PARTICIPANTE,2023-07-01,SP
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6402-69-57,BTG PACTUAL FOCUS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2025-12-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,"BTG PACTUAL FONDO ALFA CONCENTRADO, S.A. DE C.V",PARTICIPANTE,2019-03-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6498-34-42,BTG PACTUAL FUSION FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2026-04-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL GLOBAL FUND LP,PARTICIPANTE,2015-01-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,1255-22-09,BTG PACTUAL HOLDING INTERNACIONAL S A,PARTICIPANTE,2019-03-31,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,3564-07-41,BTG PACTUAL INFRAESTRUTURA DIVIDENDOS FIP EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-05-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6340-29-59,BTG PACTUAL INT LO FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2026-01-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL INTERNATIONAL PORT FUND SPC - SP I,PARTICIPANTE,2020-12-30,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL INTERNATIONAL PORTFOLIO FUND SPC CLASS C,PARTICIPANTE,2015-01-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5614-17-98,BTG PACTUAL LONG TERM FUNDO DE INVESTIMENTO EM ACOES,PARTICIPANTE,2024-11-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5615-00-32,BTG PACTUAL LONG TERM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,PARTICIPANTE,2024-11-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL LONGHORN HOLDINGS LP,PARTICIPANTE,2024-07-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL NOTUS CREDIT FUND L.P.,PARTICIPANTE,2024-03-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,2384-89-57,BTG PACTUAL RED FIP - MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA,PARTICIPANTE,2017-11-30,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5928-12-53,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,PARTICIPANTE,2014-01-02,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5787-96-10,BTG PACTUAL SMART OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO,PARTICIPANTE,2024-11-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4268-22-81,BTG PACTUAL SMLL B3 FUNDO DE INDICE,PARTICIPANTE,2024-12-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL SOLUCIONES Y SERVICIOS S.A.S.,PARTICIPANTE,2019-08-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,"BTG PACTUAL STRATEGIC CAPITAL FUND A, L.P",PARTICIPANTE,2021-03-31,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL STRUCTURED CREDIT OPPORTUNITY FUND,PARTICIPANTE,2026-02-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6001-58-97,BTG PACTUAL SYNERGY LONG BIAS FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2025-03-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6001-83-34,BTG PACTUAL SYNERGY LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2025-03-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6341-48-77,BTG PACTUAL SYNERGY LONG ONLY PREVIDENCIA FIFE FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2025-10-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6227-88-36,BTG PACTUAL TEVA ETHEREUM FUNDO DE INDICE,PARTICIPANTE,2026-01-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5190-96-97,BTG PACTUAL TOTAL FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI FINANCEIRO MULTIMERCADO,PARTICIPANTE,2023-08-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5190-27-82,BTG PACTUAL TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO,PARTICIPANTE,2023-09-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6415-61-54,BTG PACTUAL TOTAL MACRO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2025-12-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL US DIRECT LENDING LP,PARTICIPANTE,2025-08-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,BTG PACTUAL US PRIVATE CREDIT INVESTIMENTS LP,PARTICIPANTE,2024-04-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6339-91-83,BTG PACTUAL VOLT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2025-10-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,,"BTG PACTUAL, S.A. DE C.V., SOFOM, E.N.R.",PARTICIPANTE,2023-05-01,
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,1412-05-33,CAIXA ETF IBOVESPA FUNDO DE INDICE - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-01,DF
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5157-14-23,CALPINE II PRE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2023-08-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5128-67-60,CALPINE PRE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2023-07-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4301-08-44,CANUMA CAPITAL MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2022-12-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5271-38-82,CANUMA CAPITAL RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-02-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4447-98-60,CANUMA CAPITAL USA REITS DOLAR FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,PARTICIPANTE,2021-12-31,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4441-71-89,CANUMA CAPITAL USA REITS DOLAR MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2022-01-31,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,4451-56-10,CANUMA CAPITAL USA REITS EM REAIS FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,PARTICIPANTE,2022-01-31,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5825-61-26,CETERI - FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO --- CREDITO PRIVADO,PARTICIPANTE,2024-11-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5372-61-08,CL VI FUNDO DE INVESTIMENTO MULTIMERCADO,PARTICIPANTE,2026-05-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5498-07-46,CL VII FUNDO DE INVESTIMENTO MULTIMERCADO,PARTICIPANTE,2026-05-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5532-81-25,COE 1 PRE FUNDO DE INVESTIMENTO RENDA FIXA,PARTICIPANTE,2024-07-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5950-35-60,COE 10 FUNDO DE INVESTIMENTO FINANCEIRO RENDA,PARTICIPANTE,2025-02-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5950-38-16,COE 11 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2025-02-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5982-64-96,COE 12 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2025-03-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5982-58-58,COE 13 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2025-03-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5994-88-31,COE 14 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2025-03-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5718-61-83,COE 6 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2024-10-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5755-26-11,COE 7 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2024-10-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5876-94-82,COE 8 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2025-01-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5920-20-37,COE 9 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,PARTICIPANTE,2025-02-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5563-56-63,COE2 PRE FUNDO DE INVESTIMENTO RENDA FIXA,PARTICIPANTE,2024-07-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5563-56-40,COE3 PRE FUNDO DE INVESTIMENTO RENDA FIXA,PARTICIPANTE,2024-07-01,RJ
2026-07-08,2026-06-01,BTG PACTUAL - PRUDENCIAL,Privado Nacional com Participação Estrangeira,5617-63-52,COE4 PRE FUNDO DE INVESTIMENTO RENDA FIXA,PARTICIPANTE,2024-08-01,RJ
