data_captura,data_referencia,NOME DO CONGLOMERADO,CLASSE DO CONGLOMERADO,CNPJ PARTICIPANTE,NOME DO PARTICIPANTE,TIPO PARTICIPAÇÃO,DATA INÍCIO,UF
2026-07-08,2026-06-01,PAGSEGURO - PRUDENCIAL,Privado Nacional,4640-36-83,PAGINVEST CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PARTICIPANTE,2023-03-13,SP
2026-07-08,2026-06-01,PAGSEGURO - PRUDENCIAL,Privado Nacional,2214-22-91,PAGSEGURO BIVA SECURITIZADORA DE CREDITOS FINANCEIROS S.A.,PARTICIPANTE,2020-04-30,SP
2026-07-08,2026-06-01,PAGUEVELOZ IP - PRUDENCIAL,Privado Nacional,0381-64-13,PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.,LIDER,2022-09-30,SC
2026-07-08,2026-06-01,PAGUEVELOZ IP - PRUDENCIAL,Privado Nacional,6283-80-25,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-12-22,
2026-07-08,2026-06-01,PARANÁ BANCO - PRUDENCIAL,Privado Nacional,1438-83-34,PARANÁ BANCO S.A.,LIDER/HOLDING,2014-01-02,PR
2026-07-08,2026-06-01,PARANÁ BANCO - PRUDENCIAL,Privado Nacional,7662-14-57,4UM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,PR
2026-07-08,2026-06-01,PAY BROKERS IP - PRUDENCIAL,Privado Nacional,4082-01-76,PAY BROKERS IP INSTITUICAO DE PAGAMENTO LTDA.,LIDER,2024-07-01,PR
2026-07-08,2026-06-01,PAY BROKERS IP - PRUDENCIAL,Privado Nacional,3484-17-87,PAY BROKERS EFX FACILITADORA DE PAGAMENTOS S.A.,PARTICIPANTE,2024-07-01,PR
2026-07-08,2026-06-01,PAY BROKERS IP - PRUDENCIAL,Privado Nacional,5233-08-77,PAYBROKERS HOLDING FINANCEIRA S.A.,HOLDINGNÃOIF,2024-07-01,PR
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,2289-64-31,PICPAY INSTITUIÇÃO DE PAGAMENTO S.A.,LIDER,2024-10-21,SP
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,3814-69-49,CREDNOVO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S. A.,PARTICIPANTE,2024-10-21,SP
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,3252-76-50,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  PICPAY I,PARTICIPANTE,2024-10-21,
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,5814-88-45,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY FGTS,PARTICIPANTE,2024-12-17,
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,6583-96-82,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,PARTICIPANTE,2026-04-22,
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,0951-64-19,PICPAY BANK - BANCO MÚLTIPLO S.A,PARTICIPANTE,2024-10-21,SP
2026-07-08,2026-06-01,PICPAY - PRUDENCIAL,Privado Nacional,0713-80-49,PICPAY INVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,PARTICIPANTE,2024-10-21,SP
2026-07-08,2026-06-01,PINBANK BRASIL IP - PRUDENCIAL,Privado Nacional,1707-99-37,PINBANK BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.,LIDER,2022-08-23,SP
2026-07-08,2026-06-01,PINBANK BRASIL IP - PRUDENCIAL,Privado Nacional,4349-24-69,PINFINANCE HOLDING LTDA.,PARTICIPANTE,2022-08-23,SP
2026-07-08,2026-06-01,PINBANK BRASIL IP - PRUDENCIAL,Privado Nacional,0794-52-33,PÓLOCRED   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,PARTICIPANTE,2024-09-17,SC
2026-07-08,2026-06-01,PINBANK BRASIL IP - PRUDENCIAL,Privado Nacional,2526-03-21,PINBANK HOLDING S.A.,HOLDINGNÃOIF,2022-08-23,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,6214-41-75,BANCO PINE S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,4931-98-63,CHIMERA ALTERNATIVE ASSETS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP. LIMITADA,PARTICIPANTE,2023-02-01,
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,5598-71-39,ID GOIANA II FUNDO DE INVESTIMENTO FIAGRO IMOBILIARIO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-03,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,5976-52-24,LIFT ALFA FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESP LIMITADA,PARTICIPANTE,2026-02-25,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,6290-04-15,LIFT JS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-09-26,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,6260-44-04,LIFT SO II FEEDER FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-03,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,2476-90-56,P3 DESENVOLVIMENTO IMOBILIARIO SPE LTDA.,PARTICIPANTE,2020-08-18,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,9223-67-77,PINE INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,PINE - PRUDENCIAL,Privado Nacional,6250-77-75,SPRINGS EQUITY HEDGE B FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,PARTICIPANTE,2025-11-03,RJ
2026-07-08,2026-06-01,PLANNER - PRUDENCIAL,Privado Nacional,0080-65-35,PLANNER CORRETORA DE VALORES S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,PLANNER - PRUDENCIAL,Privado Nacional,0568-42-34,PLANNER SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,PORTO SEGURO - PRUDENCIAL,Privado Nacional,0486-26-00,"PORTOSEG S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",LIDER,2014-01-02,SP
2026-07-08,2026-06-01,PORTO SEGURO - PRUDENCIAL,Privado Nacional,4804-17-35,PORTO SEGURO ADMINISTRADORA DE CONSÓRCIOS LTDA,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,PORTO SEGURO - PRUDENCIAL,Privado Nacional,3216-27-88,PORTO SEGURO PRUDENCIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,PARTICIPANTE,2019-06-19,SP
2026-07-08,2026-06-01,PORTO SEGURO - PRUDENCIAL,Privado Nacional,4030-32-99,PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,QI SCD - PRUDENCIAL,Privado Nacional,3240-25-02,QI SOCIEDADE DE CRÉDITO DIRETO S.A.,LIDER,2019-02-28,SP
2026-07-08,2026-06-01,QI SCD - PRUDENCIAL,Privado Nacional,6228-53-90,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2025-01-17,SP
2026-07-08,2026-06-01,QISTA S.A. CFI - PRUDENCIAL,Privado Nacional,3658-37-00,"QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",LIDER,2020-10-15,SP
2026-07-08,2026-06-01,QISTA S.A. CFI - PRUDENCIAL,Privado Nacional,5065-10-69,QISTA CASH FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,PARTICIPANTE,2023-06-23,SP
2026-07-08,2026-06-01,RANDON - PRUDENCIAL,Privado Nacional com Participação Estrangeira,1147-66-73,BANCO RANDON S.A.,LIDER,2014-01-02,RS
2026-07-08,2026-06-01,RANDON - PRUDENCIAL,Privado Nacional com Participação Estrangeira,6269-06-93,FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-11-25,
2026-07-08,2026-06-01,RANDON - PRUDENCIAL,Privado Nacional com Participação Estrangeira,9110-80-27,RANDON ADMINISTRADORA DE CONSÓRCIOS LTDA.,PARTICIPANTE,2014-01-02,RS
2026-07-08,2026-06-01,REAG IP - PRUDENCIAL,Privado Nacional,3627-24-65,REAG IP S.A. - INSTITUIÇÃO DE PAGAMENTO,LIDER,2026-01-15,SP
2026-07-08,2026-06-01,REAG IP - PRUDENCIAL,Privado Nacional,5969-72-26,REAG IP CASH FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO,PARTICIPANTE,2026-01-15,SP
2026-07-08,2026-06-01,RECARGAPAY IP - PRUDENCIAL,Privado Nacional,1127-55-60,RECARGAPAY INSTITUICAO DE PAGAMENTO LTDA.,LIDER,2022-02-04,SP
2026-07-08,2026-06-01,RECARGAPAY IP - PRUDENCIAL,Privado Nacional,3703-59-13,RECARGAPAY FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS EMPRÉSTIMOS I,PARTICIPANTE,2023-02-22,
2026-07-08,2026-06-01,RECARGAPAY IP - PRUDENCIAL,Privado Nacional,4091-96-67,RECARGAPAY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2022-12-19,
2026-07-08,2026-06-01,RECARGAPAY IP - PRUDENCIAL,Privado Nacional,4443-17-43,"RP FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",PARTICIPANTE,2022-02-05,SP
2026-07-08,2026-06-01,RENDIMENTO - PRUDENCIAL,Privado Nacional,6890-08-10,BANCO RENDIMENTO S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,RENDIMENTO - PRUDENCIAL,Privado Nacional,2415-99-23,ACTION EMPREENDIMENTOS E PARTICIPACOES LTDA,PARTICIPANTE,2020-08-26,SP
2026-07-08,2026-06-01,RENDIMENTO - PRUDENCIAL,Privado Nacional,7167-19-45,COTACAO SERVICOS FINANCEIROS LTDA,PARTICIPANTE,2020-08-26,SP
2026-07-08,2026-06-01,RENDIMENTO - PRUDENCIAL,Privado Nacional,1735-49-11,RENDIMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,RENDIMENTO - PRUDENCIAL,Privado Nacional,4086-71-63,RENDIMENTO SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2026-02-02,SP
2026-07-08,2026-06-01,RENDIMENTO - PRUDENCIAL,Privado Nacional,1377-67-42,RENDIMENTOPAY INSTITUIÇÃO DE PAGAMENTO S.A.,PARTICIPANTE,2019-09-09,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,3360-34-57,BANCO RODOBENS S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,0939-97-89,BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO VR - RESP LIMITADA,PARTICIPANTE,2016-04-01,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,4571-39-71,BRQUALY ADMINISTRADORA DE CONSÓRCIOS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,5912-94-03,CNF - ADMINISTRADORA DE CONSÓRCIOS NACIONAL LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,7577-01-64,CONBR ADMINISTRADORA DE CONSÓRCIOS S.A.,PARTICIPANTE,2017-07-24,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,5284-90-32,FLOREAL 1918 FUNDO DE  INVESTIMENTO RENDA FIXA CREDITO PRIVADO,PARTICIPANTE,2024-01-02,RJ
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,8743-34-13,PORTOBENS ADMINISTRADORA DE CONSORCIOS LTDA,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,3443-07-32,RDBS CLASSE DE INVESTIMENTO RENDA FIXA CREDITO  PRIVADO - RESP LIMITADA,PARTICIPANTE,2019-11-01,RJ
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,5185-57-16,RODOBENS ADMINISTRADORA DE CONSÓRCIOS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,RODOBENS - PRUDENCIAL,Privado Nacional,6137-64-14,"RODOBENS BRASIL PARTICIPACOES, EMPREENDIMENTOS E NEGOCIOS LTDA",PARTICIPANTE,2016-04-01,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,5816-07-89,BANCO SAFRA S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,4657-08-00,ALFA ARRENDAMENTO MERCANTIL S.A.,PARTICIPANTE,2023-11-09,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,6217-84-21,ALFA CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.,PARTICIPANTE,2023-11-09,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,4506-37-04,ANDROMEDA II FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVEST RENDA FIXA CURTO PRAZO RESP LIMITADA,PARTICIPANTE,2022-10-01,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,5612-77-79,ANDROMEDA III FIF CLASSE DE INVESTIMENTO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-06-30,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,6077-03-36,BANCO ALFA DE INVESTIMENTO S.A.,PARTICIPANTE,2023-11-09,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,0332-38-40,BANCO ALFA S.A.,PARTICIPANTE,2023-11-09,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,0301-76-77,BANCO J. SAFRA S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,2930-08-27,ERIS FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVEST MULTIMERCADO CREDITO PRIVADO RESP LIMITADA,PARTICIPANTE,2019-11-29,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,1716-74-12,"FINANCEIRA ALFA S.A. - SOCIEDADE DE CRÉDITO, FINA NCIAMENTO E INVESTIMENTO",PARTICIPANTE,2023-11-09,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,5433-76-97,JS COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,PARTICIPANTE,2024-03-15,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,1248-39-67,JUPITER FUNDO DE INVEST MULTIMERCADO CREDIDO PRIVADO INVESTIMENTO NO EXTERIOR,PARTICIPANTE,2019-11-29,
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,1313-59-01,MARTE FUNDO DE INVESTIMENTO REFERENCIADO DI,PARTICIPANTE,2019-11-29,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,1313-59-19,MERCURIO FI CURTO PRAZO,PARTICIPANTE,2019-11-29,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,5827-43-68,MERCURIO II FIF CLASSE DE INVESTIMENTO RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-06-30,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,6591-34-36,SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2024-10-07,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,0163-85-42,SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,PARTICIPANTE,2022-12-01,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,6206-31-77,SAFRA LEASING S.A. ARRENDAMENTO MERCANTIL,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,5440-76-07,SAFRA PROPRIO FORMADOR DE MERCADO FIF CLASSE DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,PARTICIPANTE,2024-05-13,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,5833-05-58,SAFRA SOCIEDADE DE CREDITO DIRETO S.A.,PARTICIPANTE,2024-10-14,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,4543-75-47,"SAFRA SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",PARTICIPANTE,2022-05-31,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,3227-06-08,SAFRAPAY INSTITUICAO DE PAGAMENTO LTDA.,PARTICIPANTE,2019-11-29,SP
2026-07-08,2026-06-01,SAFRA - PRUDENCIAL,Privado Nacional,2858-08-83,TRAPPIST FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVEST RENDA FIXA CREDITO PRIVADO RESP LIMITADA,PARTICIPANTE,2020-06-30,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,9040-08-88,BANCO SANTANDER (BRASIL) S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4722-82-32,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2022-12-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4645-48-65,ARARINHA RENDA FIXA CREDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO,PARTICIPANTE,2024-07-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6541-17-64,ATENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO INFRAESTRUTURA DE RESP LIMITADA,PARTICIPANTE,2026-04-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3664-35-27,ATUAL - FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,PARTICIPANTE,2020-08-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1086-67-88,BANCO BANDEPE S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3017-24-91,BANCO HYUNDAI CAPITAL BRASIL S.A.,PARTICIPANTE,2019-02-21,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6230-78-48,BANCO RCI BRASIL S.A.,PARTICIPANTE,2014-01-02,PR
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4645-05-51,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2023-06-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,2640-58-83,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,PARTICIPANTE,2017-09-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,2640-58-74,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,PARTICIPANTE,2019-06-03,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5823-87-73,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONRETORNO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-03-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5132-66-02,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA,PARTICIPANTE,2023-09-18,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1044-04-82,GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A. INSTITUIÇÃO DE PAGAMENTO,PARTICIPANTE,2016-05-05,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3861-28-09,GETNET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,PARTICIPANTE,2022-07-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4205-48-86,GETNET SOCIEDADE DE CREDITO DIRETO S.A.,PARTICIPANTE,2021-02-19,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5265-18-31,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2024-07-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5211-57-58,PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,PARTICIPANTE,2023-10-02,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,2636-55-95,RETURN CAPITAL GESTAO DE ATIVOS E PARTICIPACOES S A,PARTICIPANTE,2024-09-30,MG
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4013-24-24,SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,PARTICIPANTE,2022-12-01,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1713-85-00,SANTANDER AMAZONAS MULTIMERCADO CREDITO PRIVADO - FIF,PARTICIPANTE,2014-06-03,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5594-23-12,SANTANDER BRASIL ADMINISTRADORA DE CONSÓRCIO LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,2916-27-69,SANTANDER CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2021-05-25,MG
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1574-03-77,SANTANDER DIAMANTINA MULTIMERCADO CREDITO PRIVADO - FIF,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0350-29-68,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2016-08-31,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1660-86-38,SANTANDER GUARUJA MULTIMERCADO CREDITO PRIVADO - FIF,PARTICIPANTE,2014-05-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5448-77-36,SANTANDER HERA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,PARTICIPANTE,2024-05-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3010-22-76,SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF,PARTICIPANTE,2018-11-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5101-42-23,SANTANDER INSTITUCIONAL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5517-23-72,SANTANDER MODULO MX III RENDA FIXA REFERENCIADO DI CIC FIF RESP LIMITADA,PARTICIPANTE,2025-07-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5944-80-40,SANTANDER MODULO SINQIA II RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA,PARTICIPANTE,2025-07-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6017-27-73,SANTANDER MODULO SINQIA III RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA,PARTICIPANTE,2025-09-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5817-65-30,SANTANDER MODULO SINQIA RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA,PARTICIPANTE,2025-07-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,,SANTANDER PARATY QIF,PARTICIPANTE,2014-01-02,
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5882-45-05,SANTANDER SBAC II RENDA FIXA CURTO PRAZO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,PARTICIPANTE,2025-03-01,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0770-76-50,"SANTANDER SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.",PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,SANTANDER - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6298-71-30,TERRAS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - RESP LIMITADA,PARTICIPANTE,2025-11-28,
