data_captura,data_base,documento,cnpj,agencia,nome_instituicao,cod_congl,nome_congl,taxonomia,conta,nome_conta,saldo
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1110000009,Caixa,182368.55
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1111000008,CAIXA,182368.55
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1130000003,Reservas Livres,141703.83
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1131000002,BANCO CENTRAL - RESERVAS LIVRES EM ESPÉCIE,141703.83
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1150000007,Disponibilidades em Moedas Estrangeiras,3297243.47
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1152000005,DEPÓSITOS NO EXTERIOR EM MOEDAS ESTRANGEIRAS,3074339.80
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1154000003,DISPONIBILIDADES EM MOEDAS ESTRANGEIRAS,222903.67
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1200000005,APLICAÇÕES INTERFINANCEIRAS DE LIQUIDEZ,349898655.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1210000002,Aplicações em Operações Compromissadas,349898655.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1211000001,REVENDAS A LIQUIDAR - POSIÇÃO BANCADA,349898655.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1300000008,TÍTULOS E VALORES MOBILIÁRIOS E INSTRUMENTOS FINANCEIROS DERIVATIVOS,342930120.91
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1310000005,Livres,72172234.13
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1311000004,TÍTULOS DE RENDA FIXA,72172234.13
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1320000002,Vinculados a Operações Compromissadas,270752022.05
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1321000001,TÍTULOS DE RENDA FIXA - VINCULADOS A RECOMPRAS,270752022.05
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1330000009,Instrumentos Financeiros Derivativos,5864.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1330100002,CONTRATOS DE CÂMBIO - COMPRA DE MOEDA ESTRANGEIRA,180.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1330200005,CONTRATOS DE CÂMBIO - VENDA DE MOEDA ESTRANGEIRA,5684.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1400000001,RELAÇÕES INTERFINANCEIRAS,1245739.38
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1410000008,Direitos Junto a Participantes de Sistema de Liquidação e de Arranjo de Pagamento,113074.85
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1413000005,CHEQUES E OUTROS PAPÉIS REMETIDOS,113074.85
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1420000005,Créditos Vinculados,1132664.53
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1422800007,RESERVAS COMPULSÓRIAS EM ESPÉCIE NO BANCO CENTRAL,1132664.53
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1600000007,OPERAÇÕES DE CRÉDITO,32399582.92
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1610000004,Empréstimos e Direitos Creditórios Descontados,32399582.92
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1612000002,EMPRÉSTIMOS,32399582.92
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1800000003,OUTROS CRÉDITOS,12038804.86
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1880000009,Diversos,12038804.86
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1880200005,ADIANTAMENTOS AO FGC OU AO FGCOOP,2452179.90
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1880300008,ADIANTAMENTOS E ANTECIPAÇÕES SALARIAIS,131700.69
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1880500004,ADIANTAMENTOS PARA PAGAMENTOS POR CONTA DA INSTITUIÇÃO,9030.03
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1882500002,ATIVOS FISCAIS DIFERIDOS DE IMPOSTOS E CONTRIBUIÇÕES,9219016.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1884500000,IMPOSTOS E CONTRIBUIÇÕES A COMPENSAR,225938.61
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1889200006,DEVEDORES DIVERSOS - PAÍS,939.63
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1900000006,OUTROS VALORES E BENS,449631.46
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1990000009,Despesas Pagas Antecipadamente,449631.46
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,1991000008,DESPESAS E CUSTOS PAGOS ANTECIPADAMENTE,449631.46
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2000000008,Ativo Permanente,322862.76
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2200000004,IMOBILIZADO DE USO,322862.76
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2250000009,Ativo Imobilizado de Uso,322862.76
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2252000007,INSTALAÇÕES,997944.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2253000006,MÓVEIS E EQUIPAMENTOS,3468121.52
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2254000005,VEÍCULOS,522040.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,2259900007,(-) DEPRECIAÇÃO ACUMULADA DE ATIVO IMOBILIZADO DE USO,-4665243.49
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3000000007,Compensação Ativa,7580651517.99
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3010000004,Coobrigações,1959147.21
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3011000003,CRÉDITOS ABERTOS PARA IMPORTAÇÃO,1959147.21
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3040000005,Custódia de Valores,1080906210.91
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3043000002,VALORES EM CUSTÓDIA - EM FIÉIS DEPOSITÁRIOS,1055156210.91
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3049000006,VALORES EM GARANTIA,25750000.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3090000000,Controle,1909041768.13
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3090100003,CONTRATOS DE CÂMBIO - POSIÇÃO ATIVA,5864.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3091000009,"AVAIS, FIANÇAS E OUTRAS GARANTIAS RECEBIDAS",130017034.03
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3095300004,OPERAÇÕES COMPROMISSADAS - OBRIGAÇÕES,269998838.06
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3098400004,ATIVOS FISCAIS DIFERIDOS - CONTROLE,9219016.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3099900008,OUTROS,1499801015.31
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3200000003,INSTRUMENTOS FINANCEIROS- CLASSIFICAÇÃO E COMPOSIÇÃO,2405730108.63
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3210000000,Instrumentos Financeiros - Classificação por Categorias,1409660585.33
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3211000009,ATIVOS FINANCEIROS - CUSTO AMORTIZADO,382298238.54
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3212000008,ATIVOS FINANCEIROS - VALOR JUSTO EM OUTROS RESULTADOS ABRANGENTES,342924256.18
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3213000007,ATIVOS FINANCEIROS - VALOR JUSTO NO RESULTADO,5864.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3216000004,PASSIVOS FINANCEIROS - CUSTO AMORTIZADO - CONTROLE,684432225.88
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3220000007,Composição da Carteira de Operações Compromissadas,619897493.68
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3221000006,REVENDAS A LIQUIDAR - POSIÇÃO BANCADA,349898655.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3226000001,RECOMPRAS A LIQUIDAR - CARTEIRA PRÓPRIA - CONTROLE,269998838.06
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3230000004,Composição de Carteiras de Títulos e Valores Mobiliários,342930120.91
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3231000003,TÍTULOS DE RENDA FIXA,342924256.18
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3239000005,INSTRUMENTOS FINANCEIROS DERIVATIVOS,5864.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3260000005,Composição de Carteiras de Operações de Crédito,32399582.92
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3261000004,EMPRÉSTIMOS E DIREITOS CREDITÓRIOS DESCONTADOS,32399582.92
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3280000009,Contratos Derivativos - Valor Nocional,842325.79
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3281000008,POSIÇÃO ATIVA (COMPRADA),258800.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3282000007,POSIÇÃO PASSIVA (VENDIDA) - CONTROLE,583525.79
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3300000006,INSTRUMENTOS FINANCEIROS E ARRENDAMENTO- RISCO DE CRÉDITO,855202506.85
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3310000003,Ativos Financeiros - Classificação por Estágios de Risco de Crédito,725937525.58
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3314000009,METODOLOGIA SIMPLIFICADA - ATIVOS NÃO PROBLEMÁTICOS,725872395.54
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3315000008,METODOLOGIA SIMPLIFICADA - ATIVOS PROBLEMÁTICOS,65130.04
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3320000000,Ativos Financeiros - Classificação por Carteiras de Provisão,59183012.37
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3321000009,CARTEIRA C1,2935928.74
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3322000008,CARTEIRA C2,3787206.99
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3323000007,CARTEIRA C3,35969459.14
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3325000005,CARTEIRA C5,16490417.50
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3340000004,Compromissos de Crédito e Crédito a Liberar,45966852.79
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3341000003,NÃO CANCELÁVEIS,45966852.79
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3350000001,Garantias Financeiras Prestadas,24115116.11
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3351000000,RESPONSABILIDADE POR GARANTIAS FINANCEIRAS PRESTADAS,24115116.11
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3800000001,CONTROLE DE OBRIGAÇÕES DE NATUREZA LEGAL OU REGULAMENTAR,1327811776.26
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3820000005,Entidades externas,1327811776.26
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3821000004,FUNDOS GARANTIDORES,868468383.63
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,3822000003,ATIVO DE REFERÊNCIA (AR),459343392.63
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4000000006,Passivo Exigível,689789822.30
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4100000009,DEPÓSITOS,400918104.35
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4110000006,Depósitos à Vista,35453221.82
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4111000005,DEPÓSITOS DE PESSOAS NATURAIS,3557736.46
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4112000004,DEPÓSITOS DE PESSOAS JURÍDICAS,31895485.36
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4150000004,Depósitos a Prazo,362333299.11
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4151000003,DEPÓSITOS A PRAZO,362333299.11
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4180000005,Depósitos em Moedas Estrangeiras,3131583.42
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4181000004,DEPÓSITOS EM MOEDAS ESTRANGEIRAS NO PAÍS,3131583.42
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4200000002,OBRIGAÇÕES POR OPERAÇÕES COMPROMISSADAS,269998838.06
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4210000009,Carteira Própria,269998838.06
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4211000008,RECOMPRAS A LIQUIDAR - CARTEIRA PROPRIA,269998838.06
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4600000004,OBRIGAÇÕES POR EMPRÉSTIMOS E REPASSES,13515283.47
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4630000005,Empréstimos no Exterior,3657290.22
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4633000002,OBRIGAÇÕES POR EMPRÉSTIMOS NO EXTERIOR,3657290.22
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4660000006,Repasses do Exterior,9857993.25
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4661000005,OBRIGAÇÕES POR REPASSES DO EXTERIOR,9857993.25
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4800000000,PROVISÕES E OUTRAS OBRIGAÇÕES COM INSTRUMENTOS FINANCEIROS,1056226.09
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4810000007,Compromissos de Crédito e Créditos a Liberar,581999.47
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4811000006,PROVISÃO PARA PERDAS ESPERADAS COM COMPROMISSOS DE CRÉDITO,581999.47
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4830000001,Garantias Financeiras Prestadas,474226.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4832000009,PROVISÃO PARA PERDAS ESPERADAS COM GARANTIAS FINANCEIRAS PRESTADAS,474226.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4900000003,OUTRAS OBRIGAÇÕES,4301370.33
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4910000000,Cobrança e Arrecadação de Tributos e Assemelhados,88431.04
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4911000009,IOF A RECOLHER,88431.04
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4940000001,Fiscais e Previdenciárias,361420.30
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4942000009,IMPOSTOS E CONTRIBUIÇÕES A RECOLHER,361420.30
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4980000009,Obrigações Diversas,587550.47
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4982000007,OBRIGAÇÕES EM MOEDA ESTRANGEIRA,587550.47
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4990000006,Diversas,3263968.52
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4990800000,VALORES A PAGAR EM MOEDA ESTRANGEIRA,1344825.20
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4993000003,PROVISÃO PARA PAGAMENTOS A EFETUAR,422183.91
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4993500008,PROVISÃO PARA CONTINGÊNCIAS,200000.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4999000007,CREDORES DIVERSOS - EXTERIOR,107812.60
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4999200003,CREDORES DIVERSOS - PAÍS,1184578.08
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,4999900004,RECEITAS A APROPRIAR,4568.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6000000004,Patrimônio Líquido,61580073.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6100000007,PATRIMÔNIO LÍQUIDO,61580073.62
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6110000004,Capital Social,77094000.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6111000003,CAPITAL,77094000.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6150000002,Reservas de Lucros,2720094.26
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6151000001,RESERVA LEGAL,2720094.26
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6160000009,(+/-) Ajustes de Avaliação Patrimonial,-11267686.23
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6161500003,(+/-) INSTRUMENTOS FINANCEIROS CLASSIFICADOS COMO VJORA,-11267686.23
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6180000003,(+/-) Lucros ou Prejuízos Acumulados,-6966334.41
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,6181000002,(+/-) LUCROS OU PREJUÍZOS ACUMULADOS,-6966334.41
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7000000003,Resultado Credor,74388142.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7100000006,RECEITAS OPERACIONAIS,74388142.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7110000003,Rendas de Operações de Crédito,2581564.09
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7110500008,RENDAS DE EMPRÉSTIMOS,2581564.09
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7140000004,Rendas de Aplicações Interfinanceiras de Liquidez,25084189.87
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7141000003,RENDAS DE APLICAÇÕES EM OPERAÇÕES COMPROMISSADAS,25084189.87
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7150000001,Rendas com Títulos e Valores Mobiliários e Instrumentos Financeiros Derivativos,16788571.49
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7151000000,RENDAS DE TÍTULOS DE RENDA FIXA,16782706.76
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7158000003,RENDAS EM OPERAÇÕES COM DERIVATIVOS,5864.73
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7170000005,Receita de Prestação de Serviços,174215.82
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7170100008,RECEITA DE TARIFAS - PN E MEI,18550.00
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7170200001,RECEITA DE TARIFAS - PJ,29192.61
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7179900003,RECEITAS DE OUTROS SERVIÇOS,126473.21
2026-09-03,202606,4010,1535-70-60,,BCO WOORI BANK DO BRASIL S.A.,,,BANCOS MULTIPLOS,7190000009,Outras Receitas Operacionais,29759600.73
