data_base,AnoMes,CodInst,TipoInstituicao,NomeInstituicao,Segmento,ativo_total,NomeRelatorio,NumeroRelatorio,78191,78192,78193,78194,78195,78196,78197,78198,78202,aplicacoes_interfinanceiras,disponibilidades,outros_ativos_realizaveis,outros_creditos_liquido,permanente_ajustado,tvm_derivativos
2024-03-31,202403,00000000,3,IF 00000000,N/D,220770513373248.0,Ativo,2,8657875067109.0,-5410401228157.0,81168349442933.0,0.0,0.0,0.0,0.0,0.0,220770513373248.0,46606968868312.0,1999277651511.0,12856965440852.0,24194098827167.0,7378304825813.0,4656654831666.0
2024-06-30,202406,00000000,3,IF 00000000,N/D,225193117583613.0,Ativo,2,87743023325095.0,-5577074643092.0,82165948682003.0,0.0,0.0,0.0,0.0,0.0,225193117583613.0,40776950779712.0,2031257262071.0,13486715847764.0,25872509620106.0,7535904451296.0,53323830940661.0
2024-09-30,202409,00000000,3,IF 00000000,N/D,235207457399175.0,Ativo,2,89813016071181.0,-590428319736.0,83908732873821.0,0.0,0.0,0.0,0.0,0.0,235207457399175.0,55049422074077.0,1968851890443.0,13632146508236.0,25997630664084.0,8142775293816.0,46507898094698.0
2024-12-31,202412,00000000,3,IF 00000000,N/D,230411177984289.0,Ativo,2,92478224989982.0,-5874411169499.0,86603813820483.0,0.0,0.0,0.0,0.0,0.0,230411177984289.0,38646284681473.0,1613107416337.0,13169661955137.0,28263731922299.0,8152091937568.0,53962486250992.0
2024-03-31,202403,00000208,3,IF 00000208,N/D,4895694360571.0,Ativo,2,305836659330.0,-100895114488.0,2957471478812.0,0.0,0.0,0.0,0.0,0.0,4895694360571.0,537374575674.0,19850902758.0,136768875145.0,336991009659.0,20355252589.0,703684992633.0
2024-06-30,202406,00000208,3,IF 00000208,N/D,5296828384968.0,Ativo,2,3042470735113.0,-116827521494.0,2925643213619.0,0.0,0.0,0.0,0.0,0.0,5296828384968.0,492671425614.0,20687465125.0,21504044189.0,44487913816.0,192902711017.0,1005003989543.0
2024-09-30,202409,00000208,3,IF 00000208,N/D,554541060296.0,Ativo,2,3176008097802.0,-67036366406.0,3108971731396.0,0.0,0.0,0.0,0.0,0.0,554541060296.0,586532105161.0,18491407887.0,119626432826.0,466245969761.0,199638760479.0,104590419545.0
2024-12-31,202412,00000208,3,IF 00000208,N/D,610023634829.0,Ativo,2,3676707717749.0,-63528078873.0,3613179638876.0,0.0,0.0,0.0,0.0,0.0,610023634829.0,726076615245.0,1780001694.0,165332679015.0,689422960071.0,205874280878.0,682550157265.0
2024-03-31,202403,00066670,3,IF 00066670,N/D,24101450397.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24101450397.0,0.0,80226213.0,7571025.0,1047744984.0,64616.0,22965843559.0
2024-06-30,202406,00066670,3,IF 00066670,N/D,25812215913.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25812215913.0,0.0,36257222.0,504735.0,851391889.0,64616.0,24919454836.0
2024-09-30,202409,00066670,3,IF 00066670,N/D,26201287634.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26201287634.0,0.0,7017719.0,2523675.0,89197147.0,64616.0,25236550683.0
2024-12-31,202412,00066670,3,IF 00066670,N/D,41980401084.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41980401084.0,0.0,3515855.0,0.0,749731545.0,64616.0,41195446373.0
2024-03-31,202403,00068987,3,IF 00068987,N/D,59087858618.0,Ativo,2,35879552154.0,-2399239836.0,33480312318.0,0.0,0.0,0.0,0.0,0.0,59087858618.0,318702722.0,453913139.0,15806661186.0,376899337.0,1070298366.0,4712747052.0
2024-06-30,202406,00068987,3,IF 00068987,N/D,58568640036.0,Ativo,2,32597477046.0,-2444673344.0,30152803702.0,0.0,0.0,0.0,0.0,0.0,58568640036.0,3024343828.0,455775962.0,16785498011.0,542162025.0,105066109.0,6557395418.0
2024-09-30,202409,00068987,3,IF 00068987,N/D,6511168750.0,Ativo,2,3286504184.0,-2329662768.0,30535379072.0,0.0,0.0,0.0,0.0,0.0,6511168750.0,2443703117.0,479142721.0,23392483232.0,439448347.0,1020789923.0,6800741088.0
2024-12-31,202412,00068987,3,IF 00068987,N/D,61326440286.0,Ativo,2,33602802534.0,-275886124.0,30843941294.0,0.0,0.0,0.0,0.0,0.0,61326440286.0,1975836552.0,591732051.0,19423988758.0,556928288.0,988139341.0,6945874002.0
2024-03-31,202403,00075847,3,IF 00075847,N/D,27790621779.0,Ativo,2,125833656979.0,-4239417302.0,121594239677.0,0.0,0.0,0.0,0.0,0.0,27790621779.0,0.0,899268382.0,137024977009.0,11679856606.0,1888402434.0,4819473682.0
2024-06-30,202406,00075847,3,IF 00075847,N/D,296024090827.0,Ativo,2,134471570572.0,-4281069526.0,130190501046.0,0.0,0.0,0.0,0.0,0.0,296024090827.0,0.0,92755619.0,145641634117.0,12414928175.0,2029997617.0,4819473682.0
2024-09-30,202409,00075847,3,IF 00075847,N/D,29607726232.0,Ativo,2,137495399553.0,-4661419951.0,132833979602.0,0.0,0.0,0.0,0.0,0.0,29607726232.0,0.0,1014841597.0,140860654919.0,14125492244.0,2079483827.0,5162810131.0
2024-12-31,202412,00075847,3,IF 00075847,N/D,315606659514.0,Ativo,2,152797636287.0,-4643102768.0,148154533519.0,0.0,0.0,0.0,0.0,0.0,315606659514.0,0.0,1355057106.0,141933518397.0,16550125689.0,2107278223.0,550614658.0
2024-03-31,202403,00106180,3,IF 00106180,N/D,148045600142.0,Ativo,2,5068539068.0,-25376029.0,5043163039.0,0.0,0.0,0.0,0.0,0.0,148045600142.0,74287932819.0,216985791.0,33644114.0,229282154.0,329879605.0,64935796175.0
2024-06-30,202406,00106180,3,IF 00106180,N/D,149006054937.0,Ativo,2,4988020165.0,-1994010.0,4968080065.0,0.0,0.0,0.0,0.0,0.0,149006054937.0,68257177875.0,229315613.0,55502799.0,244270634.0,3398536241.0,7185317171.0
2024-09-30,202409,00106180,3,IF 00106180,N/D,154930140223.0,Ativo,2,5867855971.0,-19339279.0,5848516692.0,0.0,0.0,0.0,0.0,0.0,154930140223.0,71697445025.0,726065312.0,41086564.0,257905409.0,3496519621.0,7286260160.0
2024-12-31,202412,00106180,3,IF 00106180,N/D,151918309497.0,Ativo,2,4845920304.0,-19229602.0,4826690702.0,0.0,0.0,0.0,0.0,0.0,151918309497.0,7349707186.0,374219.0,35010683.0,2153370.0,5334953585.0,68202674748.0
2024-03-31,202403,00122327,3,IF 00122327,N/D,34282390265.0,Ativo,2,32746584756.0,-2436640494.0,30309944262.0,0.0,0.0,0.0,0.0,0.0,34282390265.0,66000000.0,16420352.0,148472121.0,2926652896.0,71785011.0,1332455.0
2024-06-30,202406,00122327,3,IF 00122327,N/D,34433536225.0,Ativo,2,32521800354.0,-2645389167.0,29876411187.0,0.0,0.0,0.0,0.0,0.0,34433536225.0,118000000.0,44508636.0,147809333.0,3114946251.0,68504909.0,1355909.0
2024-09-30,202409,00122327,3,IF 00122327,N/D,33910013951.0,Ativo,2,32228432832.0,-2660734386.0,29567698446.0,0.0,0.0,0.0,0.0,0.0,33910013951.0,78000000.0,122275741.0,147345515.0,3225456977.0,65894754.0,1342518.0
2024-12-31,202412,00122327,3,IF 00122327,N/D,33027096482.0,Ativo,2,29102015211.0,-2468816685.0,26633198526.0,0.0,0.0,0.0,0.0,0.0,33027096482.0,1480582566.0,65814047.0,1799289512.0,2984346807.0,62498478.0,1366546.0
2024-03-31,202403,00129753,3,IF 00129753,N/D,185449856.0,Ativo,2,82939207.0,-11881901.0,71057306.0,0.0,0.0,0.0,0.0,0.0,185449856.0,0.0,1364.0,126683.0,367688.0,8562.0,110502003.0
2024-06-30,202406,00129753,3,IF 00129753,N/D,192596645.0,Ativo,2,83913953.0,-5057847.0,78856106.0,0.0,0.0,0.0,0.0,0.0,192596645.0,0.0,59319539.0,223019.0,3705047.0,73389.0,50419545.0
2024-09-30,202409,00129753,3,IF 00129753,N/D,196989546.0,Ativo,2,79969552.0,-4107733.0,75861819.0,0.0,0.0,0.0,0.0,0.0,196989546.0,0.0,0.0,111508.0,3570134.0,61158.0,117384927.0
2024-12-31,202412,00129753,3,IF 00129753,N/D,19803781.0,Ativo,2,66492956.0,-375464.0,62738316.0,0.0,0.0,0.0,0.0,0.0,19803781.0,0.0,130924212.0,0.0,4326355.0,48927.0,0.0
2024-03-31,202403,00141155,3,IF 00141155,N/D,633993826.0,Ativo,2,221680552.0,-423807.0,217442482.0,0.0,0.0,0.0,0.0,0.0,633993826.0,40492535.0,28817364.0,0.0,9233101.0,47225627.0,207684808.0
2024-06-30,202406,00141155,3,IF 00141155,N/D,652781593.0,Ativo,2,224875657.0,-441537.0,220460287.0,0.0,0.0,0.0,0.0,0.0,652781593.0,3574906.0,3692171.0,0.0,101858659.0,46566444.0,211225433.0
2024-09-30,202409,00141155,3,IF 00141155,N/D,659008386.0,Ativo,2,224508317.0,-4097892.0,220410425.0,0.0,0.0,0.0,0.0,0.0,659008386.0,10088151.0,58885032.0,0.0,106214072.0,46208248.0,217202458.0
2024-12-31,202412,00141155,3,IF 00141155,N/D,63366962.0,Ativo,2,18151650.0,-3241673.0,178274827.0,0.0,0.0,0.0,0.0,0.0,63366962.0,2526249.0,5501390.0,0.0,108848777.0,45589051.0,220680575.0
2024-03-31,202403,00162760,3,IF 00162760,N/D,19358116077.0,Ativo,2,0.0,0.0,0.0,27012701.0,3178089073.0,158085194.0,-143106425.0,3852421319.0,20148542047.0,5710223306.0,32427465.0,6023732.0,5383560287.0,176633999999985.0,5163709304.0
2024-06-30,202406,00162760,3,IF 00162760,N/D,19826778318.0,Ativo,2,0.0,0.0,0.0,71538231.0,2866280703.0,1553083756.0,-12129100.0,3593069812.0,20603320196.0,783869288.0,24282015.0,7472193.0,533082087.0,14351400000006.0,10863662504.0
2024-09-30,202409,00162760,3,IF 00162760,N/D,20087616865.0,Ativo,2,0.0,0.0,0.0,67769722.0,2326238835.0,1462548668.0,-96801556.0,3028481335.0,20818891199.0,804183868.0,40415525.0,19536385.0,5341242492.0,110394999999925.0,11584921199.0
2024-12-31,202412,00162760,3,IF 00162760,N/D,20237138804.0,Ativo,2,0.0,0.0,0.0,23682104.0,2506044901.0,1479475682.0,-84803696.0,318466115.0,20976876645.0,0.0,36375059.0,94262734.0,5192674592.0,772759999997914.0,12468825834.0
2024-03-31,202403,00184068,3,IF 00184068,N/D,207153553263.0,Ativo,2,2419023128.0,-12095114.0,2406928014.0,0.0,0.0,0.0,0.0,0.0,207153553263.0,34500289006.0,553274.0,8850709001.0,232976453.0,23879837.0,161138217678.0
2024-06-30,202406,00184068,3,IF 00184068,N/D,223049404981.0,Ativo,2,190289669.0,-9514483.0,1893382207.0,0.0,0.0,0.0,0.0,0.0,223049404981.0,34884927642.0,553274.0,11678277359.0,194132263.0,25966571.0,174372165665.0
2024-09-30,202409,00184068,3,IF 00184068,N/D,258772075419.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258772075419.0,84999715746.0,483035.0,4860076423.0,252058577.0,24276143.0,168635465495.0
2024-03-31,202403,00204963,3,IF 00204963,N/D,16720738433.0,Ativo,2,9220789673.0,-641993071.0,8578796602.0,0.0,0.0,0.0,0.0,0.0,16720738433.0,0.0,202301637.0,2304843436.0,237268531.0,21387487.0,5183653357.0
2024-06-30,202406,00204963,3,IF 00204963,N/D,16614037627.0,Ativo,2,9758210811.0,-728195563.0,9030015248.0,0.0,0.0,0.0,0.0,0.0,16614037627.0,0.0,173643743.0,1816557663.0,286904026.0,230988233.0,5075928714.0
2024-09-30,202409,00204963,3,IF 00204963,N/D,17787847845.0,Ativo,2,10202563777.0,-1001407842.0,9201155935.0,0.0,0.0,0.0,0.0,0.0,17787847845.0,0.0,165471503.0,4053568969.0,604386196.0,237473072.0,352579217.0
2024-12-31,202412,00204963,3,IF 00204963,N/D,1901457379.0,Ativo,2,10229770529.0,-1251514229.0,897825630.0,0.0,0.0,0.0,0.0,0.0,1901457379.0,0.0,144839382.0,4707379915.0,661170986.0,24387985.0,4279047357.0
2024-03-31,202403,00250699,3,IF 00250699,N/D,3436578131.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436578131.0,0.0,2162145329.0,0.0,1192751919.0,81680883.0,0.0
2024-06-30,202406,00250699,3,IF 00250699,N/D,2614339469.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614339469.0,0.0,1635669123.0,0.0,898498665.0,80171681.0,0.0
2024-09-30,202409,00250699,3,IF 00250699,N/D,3949299689.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3949299689.0,0.0,2742415197.0,0.0,1128516451.0,78368041.0,0.0
2024-12-31,202412,00250699,3,IF 00250699,N/D,2072953539.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072953539.0,0.0,1952205122.0,0.0,46466775.0,74281642.0,0.0
2024-03-31,202403,00259231,3,IF 00259231,N/D,71734477876.0,Ativo,2,45112363049.0,-3443343331.0,41669019718.0,0.0,0.0,0.0,0.0,0.0,71734477876.0,0.0,78395822.0,26493080231.0,658912572.0,1004697976.0,1830371557.0
2024-06-30,202406,00259231,3,IF 00259231,N/D,7484582596.0,Ativo,2,4427160051.0,-3655598784.0,40616001726.0,0.0,0.0,0.0,0.0,0.0,7484582596.0,0.0,10631354.0,30521836165.0,755363424.0,987645797.0,1858665308.0
2024-09-30,202409,00259231,3,IF 00259231,N/D,76242728019.0,Ativo,2,4877039922.0,-3721935199.0,45048464021.0,0.0,0.0,0.0,0.0,0.0,76242728019.0,0.0,62503423.0,2754607513.0,700642637.0,981237794.0,1903805014.0
2024-12-31,202412,00259231,3,IF 00259231,N/D,7637287528.0,Ativo,2,52209225992.0,-3634968094.0,48574257898.0,0.0,0.0,0.0,0.0,0.0,7637287528.0,0.0,71268431.0,24173931143.0,541656692.0,890593143.0,2121167973.0
2024-03-31,202403,00309024,3,IF 00309024,N/D,1596998947884.0,Ativo,2,101709823482.0,-507742808.0,101202080674.0,0.0,0.0,0.0,0.0,0.0,1596998947884.0,1091772519364.0,482782734.0,65501866.0,663689185.0,32058742322.0,370753631739.0
2024-06-30,202406,00309024,3,IF 00309024,N/D,1704867248228.0,Ativo,2,79305254271.0,-572453841.0,7873280043.0,0.0,0.0,0.0,0.0,0.0,1704867248228.0,1119172708753.0,511948758.0,72439998.0,646519592.0,33133902807.0,47259692789.0
2024-09-30,202409,00309024,3,IF 00309024,N/D,1782464202755.0,Ativo,2,75169870565.0,-643917409.0,74525953156.0,0.0,0.0,0.0,0.0,0.0,1782464202755.0,1180929125278.0,1719709986.0,194585008.0,679393418.0,34325552998.0,490089882911.0
2024-12-31,202412,00309024,3,IF 00309024,N/D,1868439041446.0,Ativo,2,114830767112.0,-908698957.0,113922068155.0,0.0,0.0,0.0,0.0,0.0,1868439041446.0,1210093235175.0,38788.0,186161419.0,682002527.0,36753663188.0,506801523102.0
2024-03-31,202403,00315557,3,IF 00315557,N/D,11278988722.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11278988722.0,43500063435.0,422661225.0,18833272785.0,3645616934.0,20032719839.0,22551601977.0
2024-06-30,202406,00315557,3,IF 00315557,N/D,120423253496.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120423253496.0,46000112446.0,4000766991.0,21562847505.0,3142360477.0,22084997082.0,23632168995.0
2024-09-30,202409,00315557,3,IF 00315557,N/D,106160886238.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106160886238.0,25000046525.0,4427794729.0,19634224159.0,6899242081.0,24544789143.0,25654789601.0
2024-12-31,202412,00315557,3,IF 00315557,N/D,1326682113325.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326682113325.0,470213403826.0,5249838621.0,35647042852.0,2937466058.0,28588543626.0,784045818342.0
2024-03-31,202403,00329598,3,IF 00329598,N/D,9985594497.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9985594497.0,4850307435.0,17305868.0,308376921.0,1659022642.0,26497938.0,2885602251.0
2024-06-30,202406,00329598,3,IF 00329598,N/D,8622557487.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8622557487.0,4012241577.0,19547251.0,406022431.0,1972978852.0,296550762.0,1915216614.0
2024-09-30,202409,00329598,3,IF 00329598,N/D,25212542186.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25212542186.0,18498367427.0,19097955.0,2312884369.0,1917519352.0,408943048.0,2055730035.0
2024-12-31,202412,00329598,3,IF 00329598,N/D,1209477744.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209477744.0,7627757085.0,19514687.0,799976386.0,1381526613.0,339235987.0,1926766682.0
2024-03-31,202403,00336036,3,IF 00336036,N/D,2661272157.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2661272157.0,865172439.0,2532536.0,1100219.0,1735857865.0,19057616.0,37551482.0
2024-06-30,202406,00336036,3,IF 00336036,N/D,2659006408.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2659006408.0,86078003.0,1091515.0,1394011.0,1739716695.0,1800308.0,38021077.0
2024-09-30,202409,00336036,3,IF 00336036,N/D,269224109.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269224109.0,892016515.0,999518.0,1911208.0,1744140736.0,17140246.0,36032867.0
2024-12-31,202412,00336036,3,IF 00336036,N/D,2690247993.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690247993.0,888248321.0,827481.0,928405.0,1747373144.0,16379104.0,36491538.0
2024-03-31,202403,00360305,3,Itaú Unibanco S.A.,S1,187871435046111.0,Ativo,2,112995968779774.0,-4981944801012.0,108014023978762.0,0.0,0.0,0.0,0.0,0.0,187871435046111.0,19618792580623.0,967773426909.0,17618136215358.0,11249418132207.0,1940035333096.0,28463255379156.0
2024-06-30,202406,00360305,3,Itaú Unibanco S.A.,S1,190687758834971.0,Ativo,2,115947569025286.0,-4963879686673.0,110983689338613.0,0.0,0.0,0.0,0.0,0.0,190687758834971.0,18447073643315.0,1025645651662.0,17683748687818.0,11385351118972.0,1871334738252.0,29290915656339.0
2024-09-30,202409,00360305,3,Itaú Unibanco S.A.,S1,198213914339029.0,Ativo,2,119332081979254.0,-4866084876575.0,114465997102679.0,0.0,0.0,0.0,0.0,0.0,198213914339029.0,22919588739814.0,905069440365.0,17722834303755.0,1161987234725.0,2021335017925.0,28559217387241.0
2024-12-31,202412,00360305,3,Itaú Unibanco S.A.,S1,202639165015741.0,Ativo,2,121899654012445.0,-4891360808005.0,11700829320444.0,0.0,0.0,0.0,0.0,0.0,202639165015741.0,22546387554032.0,1034438036549.0,18149116756548.0,11984426051424.0,2007078861696.0,29909424551052.0
2024-03-31,202403,00411939,3,IF 00411939,N/D,29797879559.0,Ativo,2,19741412008.0,-1908798698.0,1783261331.0,0.0,0.0,0.0,0.0,0.0,29797879559.0,0.0,126341498.0,515600926.0,1532365938.0,41207796.0,9749750091.0
2024-06-30,202406,00411939,3,IF 00411939,N/D,29658058232.0,Ativo,2,19359039144.0,-188276827.0,17476270874.0,0.0,0.0,0.0,0.0,0.0,29658058232.0,0.0,148772797.0,48865253.0,161313658.0,83500441.0,984772501.0
2024-09-30,202409,00411939,3,IF 00411939,N/D,30613345485.0,Ativo,2,1954279773.0,-182869945.0,1771409828.0,0.0,0.0,0.0,0.0,0.0,30613345485.0,0.0,76677552.0,412992631.0,1765423677.0,78107205.0,1056604614.0
2024-12-31,202412,00411939,3,IF 00411939,N/D,31376207709.0,Ativo,2,19216878537.0,-1678195925.0,17538682612.0,0.0,0.0,0.0,0.0,0.0,31376207709.0,0.0,61642755.0,384747989.0,1828428984.0,73044456.0,11489660913.0
2024-03-31,202403,00416968,3,Banco da Amazônia S.A.,S2,6113842268215.0,Ativo,2,1998599740867.0,-175104461262.0,1823495279605.0,0.0,0.0,0.0,0.0,0.0,6113842268215.0,451470991623.0,61837042192.0,482310862572.0,1308708141139.0,206879987992.0,1779139963092.0
2024-06-30,202406,00416968,3,Banco da Amazônia S.A.,S2,650711523003.0,Ativo,2,2106817538552.0,-186019328448.0,1920798210104.0,0.0,0.0,0.0,0.0,0.0,650711523003.0,427946416399.0,60332715748.0,705301000056.0,1341953753877.0,265103275146.0,178567985870.0
2024-09-30,202409,00416968,3,Banco da Amazônia S.A.,S2,6739836937811.0,Ativo,2,2168408644875.0,-193775385376.0,1974633259499.0,0.0,0.0,0.0,0.0,0.0,6739836937811.0,21300361937.0,40898983758.0,871885936631.0,1345377536071.0,28015843197.0,2013879170512.0
2024-12-31,202412,00416968,3,Banco da Amazônia S.A.,S2,7439245825065.0,Ativo,2,2220664732023.0,-19800252201.0,2022662210013.0,0.0,0.0,0.0,0.0,0.0,7439245825065.0,68037870073.0,52444237871.0,1081625507485.0,143167768780.0,435290773076.0,2347507538747.0
2024-03-31,202403,00429890,3,IF 00429890,N/D,33924897156.0,Ativo,2,22648803414.0,-1129837692.0,21518965722.0,0.0,0.0,0.0,0.0,0.0,33924897156.0,1241374945.0,242594452.0,8677372992.0,245477127.0,1063455564.0,935656354.0
2024-06-30,202406,00429890,3,IF 00429890,N/D,36919916862.0,Ativo,2,23617660781.0,-1189646153.0,22428014628.0,0.0,0.0,0.0,0.0,0.0,36919916862.0,1273091531.0,17315982.0,10694040164.0,367519125.0,1047766692.0,936324902.0
2024-09-30,202409,00429890,3,IF 00429890,N/D,43842732661.0,Ativo,2,21538905742.0,-1403577584.0,20135328158.0,0.0,0.0,0.0,0.0,0.0,43842732661.0,1293389228.0,241050944.0,19720504386.0,268242519.0,1028978524.0,1155238902.0
2024-12-31,202412,00429890,3,IF 00429890,N/D,48211474102.0,Ativo,2,23987709643.0,-1652004406.0,22335705237.0,0.0,0.0,0.0,0.0,0.0,48211474102.0,235427677.0,24485569.0,20526659742.0,474727796.0,1010530776.0,1264718091.0
2024-03-31,202403,00460065,3,IF 00460065,N/D,773787996.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773787996.0,0.0,333294728.0,21475386.0,324466148.0,94551734.0,0.0
2024-06-30,202406,00460065,3,IF 00460065,N/D,835722056.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835722056.0,0.0,236896023.0,209560.0,502849247.0,93881186.0,0.0
2024-09-30,202409,00460065,3,IF 00460065,N/D,1309543799.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309543799.0,0.0,156898068.0,7240544.0,997743707.0,92617286.0,55044194.0
2024-12-31,202412,00460065,3,IF 00460065,N/D,2149118419.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149118419.0,0.0,991577206.0,186149307.0,690401577.0,141298764.0,139691565.0
2024-03-31,202403,00512839,3,IF 00512839,N/D,739775913.0,Ativo,2,567797652.0,-8791696.0,559005956.0,0.0,0.0,0.0,0.0,0.0,739775913.0,0.0,29280716.0,3233334.0,18569869.0,8606482.0,121079556.0
2024-06-30,202406,00512839,3,IF 00512839,N/D,74138364.0,Ativo,2,579659945.0,-9853411.0,569806534.0,0.0,0.0,0.0,0.0,0.0,74138364.0,0.0,34340128.0,2028336.0,1861118.0,8058049.0,108539413.0
2024-09-30,202409,00512839,3,IF 00512839,N/D,720377926.0,Ativo,2,625165471.0,-14648493.0,610516978.0,0.0,0.0,0.0,0.0,0.0,720377926.0,0.0,30428493.0,823338.0,1918004.0,7550789.0,51878288.0
2024-12-31,202412,00512839,3,IF 00512839,N/D,715365596.0,Ativo,2,639846399.0,-27130287.0,612716112.0,0.0,0.0,0.0,0.0,0.0,715365596.0,0.0,23428535.0,0.0,20250513.0,7061279.0,51909157.0
2024-03-31,202403,00517645,3,IF 00517645,N/D,164306671401.0,Ativo,2,70322224625.0,-734326556.0,69587898069.0,0.0,0.0,0.0,0.0,0.0,164306671401.0,1011302598.0,2972431.0,6255678352.0,7651604903.0,1316414182.0,69379077484.0
2024-06-30,202406,00517645,3,IF 00517645,N/D,166815990545.0,Ativo,2,71684070507.0,-984638982.0,70699431525.0,0.0,0.0,0.0,0.0,0.0,166815990545.0,7001603333.0,1295613.0,5429595169.0,9870503107.0,1413642395.0,72399919403.0
2024-09-30,202409,00517645,3,IF 00517645,N/D,184868780218.0,Ativo,2,75051888196.0,-1056441891.0,73995446305.0,0.0,0.0,0.0,0.0,0.0,184868780218.0,14999548476.0,118634.0,462776513.0,9704236104.0,1588619401.0,79951978462.0
2024-12-31,202412,00517645,3,IF 00517645,N/D,196684861644.0,Ativo,2,88857230172.0,-1284294592.0,8757293558.0,0.0,0.0,0.0,0.0,0.0,196684861644.0,0.0,3779505.0,14482365015.0,10402029244.0,1616652211.0,82607100089.0
2024-03-31,202403,00543968,3,IF 00543968,N/D,604921104284.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604921104284.0,164999737973.0,1970837.0,13318490815.0,174574591.0,260505942.0,426165824126.0
2024-06-30,202406,00543968,3,IF 00543968,N/D,642364219275.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642364219275.0,174999742245.0,2298725.0,23260737261.0,308996207.0,253016729.0,443539428108.0
2024-09-30,202409,00543968,3,IF 00543968,N/D,651917137521.0,Ativo,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651917137521.0,249999609418.0,2229146.0,1865728791.0,127768937.0,252283098.0,382877959012.0
2024-03-31,202403,00548980,3,IF 00548980,N/D,335821346.0,Ativo,2,304801509.0,-10662163.0,294139346.0,0.0,0.0,0.0,0.0,0.0,335821346.0,0.0,2064531.0,0.0,39542374.0,53688.0,21407.0
2024-06-30,202406,00548980,3,IF 00548980,N/D,347958193.0,Ativo,2,309299557.0,-15657289.0,293642268.0,0.0,0.0,0.0,0.0,0.0,347958193.0,0.0,64991.0,0.0,48508913.0,53688.0,5688333.0
2024-09-30,202409,00548980,3,IF 00548980,N/D,351408498.0,Ativo,2,28579943.0,-16183345.0,269616085.0,0.0,0.0,0.0,0.0,0.0,351408498.0,0.0,28165179.0,0.0,42967834.0,53688.0,10605712.0
2024-12-31,202412,00548980,3,IF 00548980,N/D,379947784.0,Ativo,2,294474407.0,-16565594.0,277908813.0,0.0,0.0,0.0,0.0,0.0,379947784.0,0.0,23397561.0,0.0,39774473.0,53688.0,38813249.0
2024-03-31,202403,00556603,3,IF 00556603,N/D,135044490205.0,Ativo,2,104059907017.0,-1831023038.0,102228883979.0,0.0,0.0,0.0,0.0,0.0,135044490205.0,10052122215.0,1232839648.0,2510929683.0,6827274287.0,988248041.0,2309959983.0
2024-06-30,202406,00556603,3,IF 00556603,N/D,140350125191.0,Ativo,2,108167739022.0,-1705492701.0,106462246321.0,0.0,0.0,0.0,0.0,0.0,140350125191.0,10146751874.0,1841285008.0,2548483539.0,6806614021.0,9864397491.0,2680346937.0
2024-09-30,202409,00556603,3,IF 00556603,N/D,143585479843.0,Ativo,2,111708376666.0,-1730858149.0,109977518517.0,0.0,0.0,0.0,0.0,0.0,143585479843.0,10446894799.0,1538808588.0,2411124514.0,6594998384.0,9725264195.0,2890870846.0
2024-12-31,202412,00556603,3,IF 00556603,N/D,149513835505.0,Ativo,2,114882086869.0,-187752483.0,113004562039.0,0.0,0.0,0.0,0.0,0.0,149513835505.0,13749064153.0,90007715.0,2230734648.0,6322489602.0,967001976.0,3636888153.0
